keyword,genres
"[""ambition"", ""anchorperson"", ""boy"", ""child"", ""discovery"", ""fame"", ""music"", ""musical [play]"", ""parent"", ""patron"", ""prodigy"", ""return"", ""stars [celebrities]"", ""success"", ""talent""]","[""Drama""]"
"[""champion"", ""chess"", ""father"", ""genius"", ""mentor"", ""pressure"", ""prodigy"", ""son"", ""tournament"", ""tutor""]","[""Drama""]"
"[""spelling-bee"", ""competition"", ""behind-the-scenes"", ""spelling"", ""schoolchildren""]","[""Culture"", ""&"", ""Society""]"
"[""alien [not human]"", ""dog"", ""inventor"", ""rescue"", ""robot"", ""space-travel""]","[""Children's/Family"", ""Fantasy""]"
"[""career"", ""celebrity"", ""concert-footage"", ""pop-music"", ""teen-pop""]","[""Musical""]"
"[""""]","[""Western""]"
"[""black-sheep"", ""boxing"", ""brother"", ""family"", ""love-triangle"", ""prostitute/prostitution"", ""big-city"", ""violence""]","[""Drama""]"
"[""fighting"", ""legacy"", ""martial-arts"", ""master [expert]"", ""training""]","[""Action""]"
"[""cancer"", ""cure"", ""medical-research"", ""Brazil"", ""rainforest"", ""tribe"", ""discovery"", ""ethics"", ""flowers""]","[""Drama""]"
"[""bounty-hunter"", ""gold"", ""Mexican-Revolution"", ""outlaw [Western]"", ""treasure-hunt""]","[""Western""]"
"[""athlete"", ""fall [downfall]""]","[""Drama""]"
"[""mummy"", ""Egyptian  [nationality]"", ""curse"", ""reincarnation"", ""Egyptologist"", ""lovelorn"", ""princess""]","[""Horror""]"
"[""swamp"", ""bayou"", ""archaeology"", ""excavation"", ""ancient"", ""Danish  [nationality]"", ""medieval"", ""mummy"", ""Viking""]","[""Horror""]"
"[""agent [representative]"", ""boating"", ""Britain"", ""espionage"", ""friendship"", ""holiday"", ""invasion"", ""military"", ""politician"", ""sailing"", ""sea"", ""yacht""]","[""Action"", ""Spy"", ""Film""]"
"[""""]","[""Culture"", ""&"", ""Society"", ""Family"", ""&"", ""Personal"", ""Relationships""]"
"[""""]","[""Horror""]"
"[""mummy"", ""art-theft"", ""dream-girl"", ""friendship"", ""investigation"", ""bachelor"", ""klutz"", ""museum"", ""South-Africa""]","[""Comedy""]"
"[""mummy"", ""ancient"", ""curse"", ""expedition"", ""exploitation"", ""reincarnation"", ""resurrection"", ""death"", ""Egyptian  [nationality]"", ""fast-talking"", ""museum"", ""revenge"", ""ruination"", ""tomb"", ""America"", ""aristocracy"", ""sideshow""]","[""Horror"", ""Thriller""]"
"[""agent [representative]"", ""ancient"", ""army"", ""Communism"", ""embassy"", ""experiment"", ""fidelity"", ""hypnosis"", ""loot"", ""mummy"", ""newlywed"", ""officer"", ""patient [medical]"", ""Russian [nationality]"", ""scientist"", ""tomb"", ""treasure""]","[""Horror""]"
"[""ancient"", ""Aztecs"", ""bizarre"", ""curse"", ""death"", ""evil"", ""extramarital-affair"", ""investigation"", ""life"", ""lover"", ""mask [disguise]"", ""Mexico"", ""mummy"", ""past"", ""princess"", ""robot"", ""teacher"", ""tomb"", ""warrior"", ""zombie""]","[""Horror"", ""Science"", ""Fiction""]"
"[""possession"", ""revenge"", ""mummy"", ""ring [jewelry]"", ""tomb"", ""awakening"", ""curse"", ""daughter"", ""expedition"", ""father"", ""forbidden"", ""ghost"", ""archaeology"", ""death"", ""treasure""]","[""Horror""]"
"[""treasure"", ""desert"", ""mummy"", ""cult"", ""medallion"", ""crypt"", ""stranded""]","[""Comedy""]"
"[""archaeology"", ""cowboy"", ""expedition"", ""ghost"", ""hostage"", ""kidnapping"", ""lost-city"", ""Native-American"", ""professor"", ""rescue"", ""rustler"", ""treasure""]","[""Western""]"
"[""nursing-home"", ""retirement-home"", ""rock-star"", ""senior-citizen"", ""supernatural-forces"", ""aging"", ""curse"", ""mummy""]","[""Comedy""]"
"[""archaeology"", ""expedition"", ""mummy"", ""curse"", ""Egyptian  [nationality]"", ""guardian"", ""pharaoh"", ""revenge"", ""supernatural"", ""aging"", ""Britain"", ""evil"", ""sister"", ""tomb"", ""vampire""]","[""Crime"", ""Drama"", ""Horror"", ""Thriller""]"
"[""book"", ""cemetery"", ""ceremony"", ""fiancee"", ""ghost"", ""killing"", ""monster"", ""mummy"", ""nudity"", ""prostitute/prostitution"", ""robbery"", ""undead"", ""werewolf"", ""writing"", ""zombie""]","[""Horror""]"
"[""artist"", ""cat"", ""chef"", ""deal-with-the-devil"", ""dungeon"", ""hitman"", ""millionaire"", ""mummy"", ""wife""]","[""Horror""]"
"[""curse"", ""incest"", ""killing"", ""mummy"", ""possession"", ""princess"", ""satanic"", ""scientist"", ""tomb""]","[""Horror""]"
"[""mummy"", ""pharaoh"", ""revenge"", ""tomb"", ""ancient"", ""fashion-model"", ""photography"", ""zombie"", ""dismemberment""]","[""Horror""]"
"[""zombie"", ""gladiator"", ""life"", ""lover"", ""man"", ""return""]","[""Horror"", ""Science"", ""Fiction""]"
"[""daughter"", ""love"", ""mummy"", ""professor"", ""pharaoh""]","[""Horror""]"
"[""happiness"", ""search"", ""conflict"", ""elderly"", ""escape"", ""family"", ""homecoming"", ""journey"", ""widow/widower""]","[""Drama""]"
"[""disfigurement"", ""hermit"", ""monster"", ""mummy"", ""mutant"", ""rampage"", ""werewolf""]","[""Horror""]"
"[""professor"", ""retirement"", ""respect"", ""student"", ""house"", ""wife"", ""cat""]","[""Drama""]"
"[""death"", ""bum"", ""estate"", ""family"", ""homecoming"", ""illegitimacy"", ""innocence"", ""nun"", ""obsession"", ""suicide"", ""uncle""]","[""Comedy"", ""Drama""]"
"[""aging"", ""childhood"", ""childhood-adventures"", ""courage"", ""destiny"", ""family"", ""fantasy"", ""identity-switch"", ""mistaken-identity"", ""resentment"", ""rival"", ""switched-at-birth"", ""child"", ""fire"", ""Germany"", ""life"", ""lost"", ""man"", ""neighbor"", ""plans"", ""secrets"", ""show"", ""time""]","[""Comedy"", ""Drama""]"
"[""accident"", ""anxiety"", ""dream"", ""life-choices"", ""professor"", ""self-discovery"", ""traveling""]","[""Drama""]"
"[""betrayal"", ""criminal"", ""death"", ""detective"", ""double-cross"", ""espionage"", ""partner"", ""search"", ""statue"", ""treasure""]","[""Mystery""]"
"[""assassination"", ""debt"", ""gambling"", ""organized-crime"", ""bookie"", ""nightclub""]","[""Crime""]"
"[""boyfriend"", ""hitchhiker"", ""love"", ""on-the-road"", ""seduction"", ""truckdriver""]","[""Adult""]"
"[""gambling"", ""music"", ""duel"", ""death"", ""star-crossed-lovers"", ""tragic-love""]","[""Drama"", ""Musical"", ""Romance""]"
"[""boy"", ""break-up [romantic]"", ""coming-of-age"", ""family-separation"", ""gambling"", ""greed"", ""horse-racing"", ""racehorse"", ""racetrack"", ""teenagers"", ""wager"", ""winner""]","[""Children's/Family"", ""Drama""]"
"[""poker"", ""gambling"", ""con/scam"", ""cowboy"", ""riverboat"", ""rogue"", ""robbery"", ""marshal""]","[""Comedy"", ""Western""]"
"[""amnesia"", ""gambler"", ""femme-fatale"", ""prostitute/prostitution""]","[""Crime""]"
"[""abandonment"", ""family-member"", ""friendship"", ""horse-racing"", ""inheritance"", ""life-changes"", ""life-choices"", ""racehorse""]","[""Comedy"", ""Drama""]"
"[""gambling"", ""casino"", ""con/scam"", ""craps"", ""debt"", ""gambler-compulsive""]","[""Drama""]"
"[""gambling"", ""lure [tempt]"", ""prince"", ""casino"", ""love"", ""aristocracy"", ""refugee"", ""game"", ""heritage"", ""process [procedure]"", ""scheme"", ""cab-driver"", ""Russia""]","[""Comedy"", ""Romance""]"
"[""benefit [event]"", ""cafe"", ""con/scam"", ""deception"", ""dishonesty"", ""family"", ""gambling"", ""humor"", ""influence"", ""life"", ""luck"", ""memoir"", ""memory"", ""poison"", ""room"", ""writing""]","[""Comedy"", ""Drama""]"
"[""British"", ""colonialism"", ""cricket [game]"", ""drought"", ""farmer"", ""India (subcontinent)"", ""taxes"", ""challenge""]","[""Comedy"", ""Drama"", ""Musical""]"
"[""daughter"", ""love-triangle"", ""marital-problems"", ""millionaire"", ""old-flame""]","[""Comedy"", ""Romance""]"
"[""duo"", ""gambler"", ""gambling"", ""horse-racing"", ""poker"", ""road-trip""]","[""Drama""]"
"[""debt"", ""dwarf"", ""gambling"", ""grandfather"", ""money-lender"", ""on-the-run"", ""shop""]","[""Children's/Family"", ""Drama""]"
"[""horse-racing"", ""mob-boss"", ""premonition"", ""singer"", ""surgeon"", ""executive"", ""debt""]","[""Drama""]"
"[""compulsion"", ""gambling"", ""friendship"", ""poker"", ""alcohol"", ""casino"", ""drinking-buddy"", ""marriage""]","[""Comedy"", ""Drama""]"
"[""guide"", ""gunfighter"", ""farmer"", ""farmer's-daughter"", ""friendship"", ""group"", ""hanging"", ""horse-thief"", ""settler"", ""wagon-train"", ""westward-expansion"", ""gold-rush"", ""hostage""]","[""Western""]"
"[""addiction"", ""bookie"", ""credit"", ""gambling"", ""gangster"", ""physical-abuse"", ""professor"", ""prostitute/prostitution"", ""wager""]","[""Drama""]"
"[""assassination"", ""bank-robbery"", ""dockworker"", ""political-unrest"", ""revolution"", ""secret-agent"", ""sugar-cane-plantation""]","[""Drama""]"
"[""activism"", ""activist"", ""controversy"", ""left-wing"", ""notoriety"", ""radical"", ""Republican"", ""Republican-Convention"", ""right-wing"", ""surveillance"", ""transformation""]","[""Culture"", ""&"", ""Society""]"
"[""Apartheid"", ""bombing"", ""rebel"", ""South-Africa""]","[""Thriller""]"
"[""food"", ""bulimia"", ""eccentric"", ""family"", ""hardships"", ""slice-of-life"", ""teenagers"", ""twins"", ""working-class""]","[""Comedy"", ""Drama""]"
"[""attraction"", ""husband"", ""life-changes"", ""life-choices"", ""sex""]","[""Drama""]"
"[""betrayal"", ""family"", ""frustration"", ""loneliness"", ""love"", ""middle-age"", ""mother"", ""party"", ""possessiveness"", ""repression"", ""romance"", ""school"", ""self-discovery"", ""sex"", ""small-town"", ""spinster"", ""teacher"", ""tragic-love""]","[""Drama""]"
"[""seduction"", ""mid-life-crisis"", ""daughter"", ""sexual-fantasy"", ""vacation"", ""divorce"", ""teenagers""]","[""Comedy""]"
"[""artist"", ""extramarital-affair"", ""mistress"", ""neighbor"", ""party""]","[""Comedy"", ""Drama""]"
"[""Aborigine"", ""Australian  [nationality]"", ""child-abuse"", ""culture-clash"", ""minister"", ""racism"", ""revenge"", ""social-inequality""]","[""Drama""]"
"[""casino"", ""gambling"", ""luck"", ""mob-boss"", ""sex"", ""singer"", ""waiter""]","[""Drama""]"
"[""schoolteacher"", ""murder"", ""student"", ""husband"", ""seduction""]","[""Crime""]"
"[""mummy"", ""Egyptologist"", ""high-priest/priestess"", ""pharaoh"", ""adventurer"", ""archaeology"", ""curse"", ""expedition"", ""forbidden-love"", ""love"", ""priest"", ""revenge"", ""treasure"", ""punishment"", ""tomb""]","[""Adventure"", ""Horror""]"
"[""""]","[""Drama""]"
"[""mummy"", ""adventurer"", ""archaeology"", ""China"", ""emperor"", ""suspended-animation"", ""tomb""]","[""Adventure""]"
"[""woman"", ""coming-of-age"", ""forbidden-love"", ""inheritance"", ""love"", ""marriage"", ""prostitute/prostitution"", ""romance"", ""songwriter""]","[""Musical""]"
"[""deception"", ""extramarital-affair"", ""love"", ""marital-problems"", ""Pygmalion""]","[""Musical"", ""Romance""]"
"[""alcoholism"", ""bohemian"", ""family-disapproval"", ""law-student"", ""May-December-romance"", ""photographer"", ""relationship"", ""wedding""]","[""Comedy"", ""Drama""]"
"[""aristocracy"", ""ballet-company"", ""ballet-dance"", ""coming-of-age"", ""cousin"", ""forbidden-love"", ""impressario"", ""jazz"", ""makeover"", ""Pygmalion"", ""Russia"", ""teenagers"", ""ugly-duckling""]","[""Comedy"", ""Drama""]"
"[""bohemian"", ""eccentric"", ""family"", ""scientist""]","[""Comedy""]"
"[""Pygmalion"", ""makeover"", ""mistress"", ""political-corruption"", ""gangster"", ""love-triangle"", ""teacher"", ""con/scam""]","[""Comedy""]"
"[""brother"", ""editor"", ""high-school"", ""nerd"", ""newspaper"", ""reporter"", ""undercover""]","[""Comedy""]"
"[""chorus-girl"", ""fame"", ""partner"", ""singer""]","[""Musical""]"
"[""singer"", ""USO-show"", ""talent"", ""amateur"", ""performer"", ""stars [celebrities]""]","[""Comedy"", ""Musical""]"
"[""beauty-salon"", ""conspiracy"", ""contest"", ""deception"", ""friendship"", ""greed"", ""millionaire"", ""restaurant"", ""social-classes"", ""tycoon"", ""waiter""]","[""Comedy""]"
"[""manipulation"", ""makeover"", ""mind-games"", ""art"", ""graduate-student"", ""romance"", ""transformation"", ""ugly-duckling""]","[""Drama""]"
"[""dance [art]"", ""dance [social event]"", ""dance-hall"", ""dance-hall-girl"", ""France"", ""French [nationality]"", ""nightclub"", ""theater""]","[""Comedy"", ""Drama""]"
"[""childbirth"", ""family-responsibilities"", ""life-changes"", ""life-choices"", ""pregnancy"", ""unborn-child""]","[""Comedy""]"
"[""correspondence"", ""desserts"", ""doctor"", ""marital-problems"", ""pies"", ""waiter"", ""baby""]","[""Comedy"", ""Drama""]"
"[""abortion"", ""activism"", ""pregnancy"", ""pro-choice"", ""pro-life"", ""addiction"", ""custody-battle"", ""prison"", ""criminal"", ""imprisonment""]","[""Comedy""]"
"[""student"", ""terminal-illness"", ""apartment"", ""behavior [human]"", ""love-affair"", ""newlywed"", ""research"", ""university"", ""mountain-climbing"", ""education""]","[""Avant-garde"", ""/"", ""Experimental"", ""Drama""]"
"[""disability""]","[""Culture"", ""&"", ""Society"", ""Family"", ""&"", ""Personal"", ""Relationships""]"
"[""city-life"", ""dating-service"", ""divorce"", ""family-dynamics"", ""family-strife"", ""marital-problems""]","[""Drama""]"
"[""""]","[""Drama""]"
"[""childbirth"", ""pregnancy"", ""identity"", ""neighbor"", ""parent"", ""scandal"", ""secrets"", ""suspicion"", ""working-class"", ""hospital"", ""embarrassment"", ""single-parent""]","[""Comedy"", ""Drama""]"
"[""pregnancy"", ""elderly"", ""single-parent"", ""family"", ""life-changes"", ""life-choices"", ""retirement"", ""retirement-home"", ""generation-gap"", ""hospital"", ""independence"", ""bus-trip"", ""gas-station""]","[""Comedy""]"
"[""adoption"", ""baby-animals"", ""egg"", ""Ice-Age"", ""jungle"", ""mammoth"", ""prehistoric"", ""prehistoric-animal"", ""squirrel"", ""tiger"", ""Tyrannosaurus Rex"", ""underground [below earth]"", ""weasel""]","[""Children's/Family""]"
"[""alien [not human]"", ""courage"", ""dimension-travel"", ""friendship"", ""robot"", ""space"", ""UFO (Unidentified Flying Object)""]","[""Comedy"", ""Science"", ""Fiction""]"
"[""alien [not human]"", ""experiment"", ""galaxy"", ""space"", ""space-battle""]","[""Children's/Family""]"
"[""taxi"", ""alien [not human]"", ""bounty-hunter"", ""chase"", ""desert"", ""invasion"", ""search"", ""spacecraft"", ""scientist"", ""mountains"", ""paranormal""]","[""Children's/Family""]"
"[""love"", ""love-letter"", ""relationship"", ""romance"", ""worker"", ""correspondence"", ""suicide"", ""clerk"", ""dating"", ""employee"", ""employment"", ""girl"", ""proposal [romantic]""]","[""Comedy"", ""Romance""]"
"[""wealth"", ""con/scam"", ""marriage-of-convenience"", ""seduction""]","[""Musical""]"
"[""employer/employee"", ""escapades"", ""mistake"", ""store"", ""thief"", ""floorwalker""]","[""Comedy""]"
"[""blackmail"", ""good-guy"", ""honesty"", ""mistaken-identity"", ""small-town"", ""espionage"", ""courtroom"", ""Russia"", ""town-fool"", ""role-switching""]","[""Comedy"", ""Musical""]"
"[""dance [art]"", ""forbidden-love"", ""heir"", ""love"", ""romance""]","[""Musical"", ""Romance""]"
"[""actor"", ""criminal"", ""crush"", ""partner"", ""private-detective""]","[""Comedy""]"
"[""bar [pub]"", ""bartender"", ""singer"", ""songwriter"", ""friendship"", ""father""]","[""Comedy"", ""Drama""]"
"[""actor"", ""city-life"", ""extramarital-affair"", ""fighter"", ""publicity-agent"", ""suicide"", ""suicide-attempt"", ""temptation""]","[""Drama""]"
"[""against-all-odds"", ""conflict"", ""forbidden-love"", ""revenge"", ""sabotage"", ""scheme"", ""smuggling"", ""territory"", ""wife""]","[""Adventure""]"
"[""Australia"", ""killer"", ""lawman"", ""police"", ""pregnancy"", ""revenge"", ""sheriff"", ""small-town""]","[""Western""]"
"[""dance [social event]"", ""high-school""]","[""Comedy""]"
"[""boy"", ""roller-blading"", ""coming-of-age"", ""new-kid-in-town"", ""romance"", ""sports"", ""teenagers""]","[""Comedy"", ""Drama""]"
"[""alliance"", ""football-player"", ""high-school"", ""homophobia"", ""homosexual""]","[""Comedy"", ""Drama""]"
"[""discovery"", ""murder"", ""neighbor"", ""neighborhood""]","[""Thriller""]"
"[""China"", ""handyman"", ""Kung-Fu"", ""mother"", ""moving""]","[""Drama""]"
"[""boy"", ""bully"", ""coming-of-age"", ""high-school"", ""journalism"", ""school"", ""student"", ""teenagers""]","[""Comedy""]"
"[""ballet-school"", ""ballet-dance"", ""dance [art]"", ""dance-student"", ""ambition"", ""challenge"", ""choreographer"", ""dance-instructor"", ""fame"", ""love-triangle"", ""performer"", ""profession"", ""rigor"", ""underdog"", ""youth"", ""backstage"", ""music""]","[""Drama""]"
"[""identity-switch"", ""gangster"", ""house"", ""murder"", ""video-tape"", ""false-accusation"", ""imprisonment"", ""seduction"", ""stranger"", ""wife""]","[""Drama""]"
"[""drug-addiction"", ""hardcore-punk"", ""music-club"", ""punk-rock"", ""teenagers""]","[""Comedy"", ""Drama""]"
"[""anchorperson"", ""concert"", ""paternity"", ""producer [showbiz]"", ""baby""]","[""Comedy"", ""Romance""]"
"[""celebrity"", ""music-business"", ""music-star"", ""pop-culture"", ""show-business"", ""singer"", ""talent-agent""]","[""Drama"", ""Musical""]"
"[""father"", ""farmhouse"", ""Frankenstein"", ""girl"", ""loneliness"", ""child"", ""monster"", ""parent"", ""search"", ""sister"", ""Spain"", ""village"", ""youth"", ""letter"", ""mother"", ""journey"", ""escape"", ""fantasy"", ""imagination""]","[""Drama""]"
"[""civilization"", ""hair"", ""missing-link"", ""nature"", ""scientist"", ""sex"", ""virgin"", ""wild [undomesticated]"", ""parent""]","[""Comedy"", ""Drama""]"
"[""brain-tumor"", ""communication"", ""disapproval"", ""doctor"", ""family"", ""guinea-pig"", ""talking-animal"", ""tiger""]","[""Comedy""]"
"[""birds"", ""fantasy"", ""honesty"", ""job"", ""parent"", ""profession"", ""truth""]","[""Comedy""]"
"[""family-responsibilities"", ""father"", ""lawyer"", ""serum"", ""work [occupation]""]","[""Children's/Family""]"
"[""alien [not human]"", ""cat"", ""collar"", ""crash"", ""magic"", ""spacecraft"", ""stranded""]","[""Children's/Family"", ""Comedy"", ""Science"", ""Fiction""]"
"[""cross-country"", ""janitor"", ""parrot"", ""pawnshop"", ""road-trip"", ""RV (Recreational Vehicle)"", ""talking-animal""]","[""Children's/Family""]"
"[""cat"", ""Christmas"", ""girl"", ""pet-store""]","[""Comedy""]"
"[""duck"", ""egg"", ""gold"", ""radioactivity"", ""FBI (Federal Bureau of Investigation)"", ""investigation"", ""treasury"", ""rags-to-riches""]","[""Children's/Family"", ""Comedy""]"
"[""camp"", ""livestock"", ""ranch"", ""rodeo"", ""talking-animal"", ""psychic""]","[""Comedy""]"
"[""animal-rescue"", ""dog"", ""soccer""]","[""Children's/Family""]"
"[""frog"", ""prince"", ""restaurant"", ""voodoo""]","[""Children's/Family"", ""Musical""]"
"[""animal"", ""doctor"", ""communication"", ""veterinarian"", ""journey"", ""talking-animal"", ""moth"", ""snail""]","[""Children's/Family"", ""Fantasy""]"
"[""penguin"", ""Antarctica"", ""tap-dance"", ""outcast""]","[""Children's/Family""]"
"[""mouse [animal]"", ""falcon"", ""family"", ""airplane"", ""birds"", ""cat"", ""high-rise"", ""ring [jewelry]""]","[""Children's/Family"", ""Fantasy""]"
"[""dog"", ""iguana"", ""lost""]","[""Comedy""]"
"[""mule"", ""talking-animal"", ""asylum  [mental hospital]"", ""friendship"", ""hero"", ""military-academy"", ""war"", ""spy""]","[""Children's/Family"", ""Comedy""]"
"[""unicorn"", ""sorcerer"", ""black-magic"", ""enchanted-forest"", ""fantasy-world"", ""king"", ""spell [magic]"", ""talking-animal"", ""curse"", ""gypsy"", ""wizard""]","[""Children's/Family"", ""Fantasy""]"
"[""cat"", ""religion""]","[""Adventure""]"
"[""coming-out"", ""crush"", ""father"", ""homosexual"", ""makeup"", ""special-effects""]","[""Drama""]"
"[""Apocalypse"", ""post-Holocaust"", ""kidnapping"", ""dog"", ""procreation"", ""scavenger"", ""sex"", ""survivor"", ""telepathy"", ""community"", ""nuclear-holocaust"", ""underground [below earth]"", ""sperm""]","[""Science"", ""Fiction""]"
"[""breeding"", ""death-in-family"", ""horse-breeder"", ""pony"", ""race [competition]"", ""training"", ""zebra""]","[""Children's/Family""]"
"[""espionage"", ""mission [quest]"", ""guinea-pig"", ""mole [animal]""]","[""Children's/Family""]"
"[""task-force"", ""mission [quest]"", ""sabotage"", ""against-all-odds"", ""cannon"", ""Nazi"", ""scheme"", ""trapped"", ""war"", ""weapons"", ""bomb"", ""cave"", ""commando"", ""espionage"", ""resistance""]","[""War""]"
"[""Allies"", ""camp"", ""escape"", ""group"", ""POW (Prisoner of War)"", ""tunnel"", ""war""]","[""War""]"
"[""army-officer"", ""statue"", ""boy"", ""Italy"", ""soldier"", ""village"", ""world-war"", ""murder""]","[""War""]"
"[""soldier"", ""Civil-War [US]"", ""girls'-school"", ""amputation"", ""trapped"", ""sex-starved"", ""legs""]","[""Drama""]"
"[""army"", ""behind-the-scenes"", ""city"", ""conflict"", ""confusion"", ""Iraq"", ""military-campaign"", ""occupation [military]"", ""squadron"", ""war""]","[""Culture"", ""&"", ""Society""]"
"[""front-line"", ""Internet"", ""Iraq"", ""National-Guard"", ""soldier"", ""video-camera"", ""war""]","[""Culture"", ""&"", ""Society""]"
"[""war"", ""agent [representative]"", ""air-raid"", ""attack"", ""bad-guy"", ""basement"", ""battle [war]"", ""bomb"", ""Britain"", ""brother"", ""concentration-camp"", ""conflict"", ""counter-attack"", ""death"", ""desert"", ""espionage"", ""evacuation"", ""exchange"", ""explosion"", ""expose [revelation]"", ""France"", ""gathering"", ""General"", ""Germany"", ""girl"", ""good-guy"", ""group"", ""hidden"", ""housekeeper"", ""identity"", ""impersonation"", ""intelligence  [gov't]"", ""invasion"", ""killing"", ""leader"", ""love"", ""man"", ""manager"", ""marshal"", ""military"", ""motel"", ""Nazism"", ""officer"", ""plans"", ""prison"", ""promise"", ""release"", ""return"", ""secret-identity"", ""secret-plan"", ""secrets"", ""servant"", ""speech"", ""stranded"", ""tank [vehicle]"", ""town"", ""troops"", ""visit"", ""waiter"", ""woman""]","[""Spy"", ""Film"", ""War""]"
"[""Polish  [nationality]"", ""resistance"", ""uprising"", ""Nazi"", ""war"", ""canal""]","[""War""]"
"[""soldier"", ""Iraq"", ""war"", ""behind-the-scenes"", ""danger"", ""army"", ""invasion"", ""military-station"", ""palace"", ""drudgery"", ""rap-music""]","[""Culture"", ""&"", ""Society""]"
"[""homosexual"", ""POW (Prisoner of War)"", ""sexual-attraction"", ""torture""]","[""Drama"", ""War""]"
"[""concentration-camp"", ""war"", ""Allies"", ""captive"", ""captor"", ""escape"", ""POW (Prisoner of War)"", ""POW/MIA"", ""prison"", ""train [locomotive]""]","[""Action"", ""War""]"
"[""betrayal"", ""Civil-War [US]"", ""double-agent"", ""espionage"", ""hidden"", ""mercenary"", ""revolution"", ""tyrant"", ""veteran [military]""]","[""Adventure"", ""Drama""]"
"[""Scotland"", ""beach"", ""millionaire"", ""real-estate"", ""village"", ""sea"", ""eccentric"", ""ecology"", ""oil"", ""slice-of-life""]","[""Comedy""]"
"[""arms [military weapons]"", ""Christmas"", ""lieutenant"", ""priest"", ""soprano [voice]"", ""world-war""]","[""War""]"
"[""identity"", ""role-switching"", ""Samurai"", ""thief"", ""warlord"", ""warrior"", ""army"", ""lookalike""]","[""Epic""]"
"[""blackmail"", ""criminal"", ""murder"", ""train [locomotive]"", ""stars [celebrities]""]","[""Mystery"", ""Thriller""]"
"[""French [nationality]"", ""Nazi"", ""painting"", ""resistance-fighters"", ""train [locomotive]"", ""war"", ""occupation [military]"", ""sabotage""]","[""War""]"
"[""war"", ""agent [representative]"", ""camp"", ""competition"", ""concentration-camp"", ""Czechoslovakia"", ""daughter"", ""escape"", ""espionage"", ""government"", ""kidnapping"", ""Nazism"", ""politician"", ""rescue"", ""rival"", ""scientist"", ""secret-plan"", ""train [locomotive]"", ""Britain"", ""cable-car"", ""car"", ""father"", ""fugitive"", ""Germany"", ""intelligence  [gov't]"", ""maniac"", ""secrets"", ""training""]","[""Spy"", ""Film""]"
"[""against-all-odds"", ""behind-enemy-lines"", ""chase"", ""Civil-War [US]"", ""death-penalty"", ""hijacker"", ""railroad"", ""sabotage"", ""soldier"", ""train [locomotive]"", ""trial [courtroom]""]","[""Adventure""]"
"[""killing"", ""agent [representative]"", ""assistance"", ""boss [employer]"", ""chemistry"", ""escape"", ""espionage"", ""formula"", ""laboratory"", ""murder"", ""on-the-run"", ""scientist"", ""secret-plan"", ""train [locomotive]""]","[""Thriller""]"
"[""federal-agent"", ""train [locomotive]"", ""army-officer"", ""conspiracy"", ""frontier"", ""smuggling"", ""undercover""]","[""Western""]"
"[""District-Attorney"", ""witness"", ""woman"", ""hitman"", ""organized-crime"", ""protection"", ""testimony"", ""train [locomotive]""]","[""Thriller""]"
"[""fame"", ""stars [celebrities]"", ""Broadway"", ""director"", ""conflict"", ""Hollywood"", ""pursuit"", ""transformation"", ""behind-the-scenes"", ""love"", ""reunion"", ""romance"", ""on-the-road""]","[""Comedy""]"
"[""accomplice [criminal]"", ""actor"", ""alibi"", ""car"", ""chase"", ""conductor [music]"", ""corpse"", ""couple"", ""death"", ""detective"", ""employment"", ""extramarital-affair"", ""France"", ""hidden"", ""hideout"", ""house"", ""inspection"", ""interrogator"", ""investigation"", ""investigator"", ""killing"", ""lover"", ""maniac"", ""mastermind"", ""motel"", ""multiple-murder"", ""murder"", ""office-worker"", ""parent"", ""passenger"", ""police"", ""runaway [from home]"", ""scheme"", ""secrets"", ""suspect"", ""tracking [following]"", ""train [locomotive]"", ""traveling"", ""volunteer"", ""woman"", ""worker""]","[""Mystery"", ""Thriller""]"
"[""black-market"", ""doctor"", ""passenger"", ""railroad"", ""refugee""]","[""Crime"", ""Drama"", ""Romance""]"
"[""opal"", ""mercenary"", ""refugee"", ""rescue"", ""treasure""]","[""Action"", ""War""]"
"[""angel"", ""corpse"", ""dungeon"", ""execution"", ""organ [musical instrument]"", ""prison"", ""train [locomotive]""]","[""Avant-garde"", ""/"", ""Experimental""]"
"[""assumed-identity"", ""hired-gun [hit man]"", ""monk"", ""warrior""]","[""Action""]"
"[""corruption"", ""nightclub"", ""politician"", ""black-market"", ""singer"", ""foreign"", ""Germany"", ""morals"", ""investigator"", ""war""]","[""Comedy"", ""Romance""]"
"[""military-leader"", ""war"", ""against-all-odds"", ""behind-enemy-lines"", ""crash"", ""friendship"", ""mission [quest]"", ""POW/MIA"", ""rescue"", ""secrets"", ""survivor""]","[""War""]"
"[""castle"", ""cousin"", ""heir"", ""king"", ""ogre"", ""royalty"", ""throne""]","[""Children's/Family"", ""Comedy"", ""Fantasy""]"
"[""earthquake"", ""Peru"", ""bear""]","[""Children's/Family""]"
"[""dance [art]"", ""penguin""]","[""Children's/Family""]"
"[""robot""]","[""Science"", ""Fiction""]"
"[""repo-man"", ""organ-transplant"", ""on-the-run"", ""heart"", ""partner""]","[""Science"", ""Fiction""]"
"[""academy"", ""robot"", ""space-travel"", ""war""]","[""Science"", ""Fiction""]"
"[""CIA (Central-Intelligence-Agency)"", ""espionage"", ""implant"", ""memories"", ""prisoner"", ""secret-mission"", ""secret-plan""]","[""Action"", ""Crime"", ""Drama""]"
