"[""boss [employer]"", ""boyfriend"", ""break-up [romantic]"", ""dissatisfaction"", ""girlfriend"", ""lecher"", ""revenge"", ""uncertainty""]","""Looking For Love"""," ""Single Life"""," ""Twentysomething Life""",,,,,,,,,,,
"[""against-all-odds"", ""brutality"", ""business"", ""champion"", ""competition"", ""future"", ""game"", ""industrialist"", ""oppression"", ""rollerball"", ""sports"", ""world-domination""]","""Fighting the System"""," ""Future Dystopias"""," ""Righting the Wronged"""," ""Totalitarian States""",,,,,,,,,,
"[""altered-states"", ""hallucination"", ""hallucinogenic-drug"", ""journalism"", ""LSD"", ""psychedelic"", ""road-trip""]","""Cons and Scams"""," ""Culture Clash"""," ""Drug Addiction"""," ""Nightmare Vacations"""," ""Nothing Goes Right""",,,,,,,,,
"[""couple"", ""maniac"", ""yacht"", ""passenger"", ""sociopath"", ""stranded"", ""stranger""]","""Nightmare Vacations"""," ""Woman In Jeopardy"""," ""Trapped or Confined""",,,,,,,,,,,
"[""teamwork"", ""vacation"", ""murder"", ""arms [military weapons]"", ""war-crimes"", ""weapons""]","""Nightmare Vacations""",,,,,,,,,,,,,
"[""family"", ""law"", ""family-in-danger"", ""hijacker"", ""kidnapping"", ""killing"", ""mother"", ""navigation"", ""on-the-run"", ""rafting"", ""rescue"", ""river"", ""robbery"", ""survivor""]","""Nightmare Vacations"""," ""Crime Gone Awry"""," ""Survival in the Wilderness"""," ""Crumbling Marriages""",,,,,,,,,,
"[""countryside"", ""couple"", ""holiday"", ""killing"", ""mother"", ""murder"", ""serial-killer"", ""vacation""]","""Crime Sprees"""," ""Nightmare Vacations"""," ""Serial Killers""",,,,,,,,,,,
"[""actor"", ""alcohol"", ""cottage"", ""countryside"", ""escapades"", ""friendship"", ""roommate"", ""unemployment"", ""vacation"", ""abuse"", ""love""]","""Fish Out of Water"""," ""Nightmare Vacations"""," ""Faltering Friendships"""," ""Down on Their Luck"""," ""Actor's Life""",,,,,,,,,
"[""hitchhiker"", ""holiday"", ""jealousy"", ""journalism"", ""knife"", ""rival"", ""sailing""]","""Crumbling Marriages"""," ""Infidelity"""," ""Nightmare Vacations"""," ""Brief Encounters"""," ""Class Differences""",,,,,,,,,
"[""couple"", ""murder"", ""Russian [nationality]"", ""train [locomotive]""]","""Americans Abroad"""," ""Nightmare Vacations"""," ""Train Rides""",,,,,,,,,,,
"[""cabin"", ""teenagers"", ""trapped"", ""woods [place]"", ""zombie""]","""Nightmare Vacations"""," ""Mind Games""",,,,,,,,,,,,
"[""America"", ""business"", ""escapades"", ""friendship"", ""giant"", ""hypochondriac"", ""ideals"", ""love"", ""nurse"", ""revolution"", ""South-America"", ""toothache"", ""wealth""]","""Fish Out of Water"""," ""Journey of Self-Discovery"""," ""Nightmare Vacations"""," ""Political Unrest"""," ""Unlikely Friendships""",,,,,,,,,
"[""angel"", ""depression"", ""faith"", ""guardian-angel"", ""mission [quest]"", ""religion"", ""life""]","""Crisis of Faith"""," ""Angels"""," ""Redemption""",,,,,,,,,,,
"[""angel"", ""charm [personality]"", ""con/scam"", ""insult"", ""land"", ""loot"", ""madcap"", ""manager"", ""mortality"", ""motel"", ""owner"", ""pawnbroker"", ""romance"", ""visit""]","""Angels""",,,,,,,,,,,,,
"[""angel"", ""baseball"", ""coaching [sports]"", ""miracle"", ""orphan"", ""reporter"", ""sportscaster"", ""newspaper"", ""pennant""]","""Angels"""," ""Baseball Players"""," ""Members of the Press"""," ""Orphans"""," ""Underdogs""",,,,,,,,,
"[""angel"", ""investigation"", ""journalism"", ""love"", ""photography"", ""reporter"", ""rescue""]","""Fish Out of Water"""," ""Angels"""," ""Members of the Press""",,,,,,,,,,,
"[""guardian-angel"", ""hospital"", ""nurse"", ""photojournalist"", ""town""]","""Angels""",,,,,,,,,,,,,
"[""brotherhood"", ""expose [revelation]"", ""revelation"", ""secret-society"", ""Vatican"", ""weapons"", ""world-domination""]","""Angels""",,,,,,,,,,,,,
"[""debt"", ""friendship"", ""gangster"", ""suicide-attempt"", ""bridge [structure]""]","""Angels"""," ""Suicide""",,,,,,,,,,,,
"[""""]","""Angels"""," ""Expecting a Baby"""," ""Miraculous Events""",,,,,,,,,,,
"[""faith"", ""God"", ""hip-hop-music"", ""life"", ""R&B-music"", ""spiritual"", ""success""]","""Angels"""," ""Journey of Self-Discovery"""," ""Musician's Life"""," ""Spiritual Awakening""",,,,,,,,,,
"[""guardian-angel"", ""afterlife"", ""gangster"", ""humility"", ""business"", ""death"", ""family"", ""generosity"", ""redemption""]","""Redemption"""," ""Miraculous Events"""," ""Angels"""," ""Going Straight""",,,,,,,,,,
"[""angel"", ""businessperson"", ""life-choices""]","""Angels"""," ""Journey of Self-Discovery""",,,,,,,,,,,,
"[""guardian-angel"", ""tragedy"", ""vineyard"", ""wine""]","""Angels"""," ""Obsessive Quests""",,,,,,,,,,,,
"[""afterlife"", ""angel"", ""composer"", ""ghost"", ""love"", ""marriage"", ""music"", ""rescue"", ""romance""]","""Supernatural Romance"""," ""Otherwise Engaged"""," ""Angels""",,,,,,,,,,,
"[""angel"", ""afterlife"", ""accident"", ""disgruntlement"", ""handicap"", ""limbo"", ""paraplegic"", ""robbery"", ""survivor"", ""thief"", ""wheelchair""]","""Angels"""," ""Going Straight"""," ""Living With Disability"""," ""Redemption""",,,,,,,,,,
"[""""]","""Angels"""," ""Eccentric Families"""," ""Fathers and Sons"""," ""Fish Out of Water""",,,,,,,,,,
"[""angel"", ""fantasy"", ""life-changes"", ""marriage"", ""playboy""]","""Angels"""," ""Supernatural Romance""",,,,,,,,,,,,
"[""history"", ""political-unrest"", ""wife""]","""Political Corruption"""," ""Political Unrest"""," ""Saintly Fools""",,,,,,,,,,,
"[""craziness"", ""handicap"", ""love"", ""love-triangle"", ""misfit"", ""romance"", ""sibling""]","""Mental Illness"""," ""Saintly Fools"""," ""Sibling Relationships""",,,,,,,,,,,
"[""janitor"", ""mute"", ""Parisian"", ""prostitute/prostitution"", ""daughter"", ""funeral""]","""Saintly Fools"""," ""Unlikely Friendships""",,,,,,,,,,,,
"[""foster-home"", ""glam-rock"", ""homosexual"", ""IRA (Irish Republican Army)"", ""Irish [nationality]"", ""priest"", ""prostitute/prostitution""]","""Journey of Self-Discovery"""," ""Gender-Bending"""," ""Fathers and Sons"""," ""Mothers and Sons"""," ""Saintly Fools"""," ""Terrorism""",,,,,,,,
"[""dysfunctional"", ""brother"", ""eating-disorders"", ""mental-retardation"", ""overweight"", ""responsibility"", ""sibling"", ""small-town"", ""teenagers"", ""widow/widower""]","""Small-Town Life"""," ""Eccentric Families"""," ""Mothers and Sons"""," ""Sibling Relationships"""," ""Saintly Fools""",,,,,,,,,
"[""business"", ""slob"", ""father"", ""inheritance"", ""road-trip"", ""son"", ""widow/widower"", ""deception"", ""assistance""]","""Nothing Goes Right"""," ""Underdogs"""," ""Saintly Fools""",,,,,,,,,,,
"[""child"", ""clerk"", ""escape"", ""fairy"", ""hotel"", ""mental-patient (escaped)"", ""pregnancy"", ""scooter"", ""tourist"", ""wish""]","""Expecting a Baby"""," ""Mental Illness"""," ""Saintly Fools""",,,,,,,,,,,
"[""Bible"", ""cult"", ""forest"", ""religion"", ""sexual-attraction"", ""witch""]","""Journey of Self-Discovery"""," ""Saintly Fools""",,,,,,,,,,,,
"[""childhood"", ""emotional-problems"", ""friendship"", ""funeral"", ""obsession"", ""play  [drama]"", ""playwright"", ""reunion""]","""Keeping a Secret"""," ""Stalkers"""," ""Saintly Fools""",,,,,,,,,,,
"[""sea-life"", ""crown"", ""search"", ""boss [employer]"", ""employee"", ""false-accusation"", ""exoneration"", ""journey"", ""promotion""]","""Heroic Mission"""," ""Saintly Fools""",,,,,,,,,,,,
"[""scissors"", ""unrequited"", ""hands"", ""inventor"", ""love"", ""fairy-tale-romance"", ""family"", ""coming-of-age"", ""self-discovery""]","""Fish Out of Water"""," ""Saintly Fools"""," ""Suburban Dysfunction""",,,,,,,,,,,
"[""ambassador [political]"", ""capitalism"", ""embassy"", ""political-power"", ""politics"", ""Socialism"", ""voting""]","""Fish Out of Water"""," ""Police Corruption"""," ""Saintly Fools""",,,,,,,,,,,
"[""dream"", ""flight"", ""guardian-angel"", ""killing"", ""murder"", ""obsession"", ""psychopath""]","""Obsessive Quests"""," ""Fighting the System"""," ""Saintly Fools""",,,,,,,,,,,
"[""army"", ""top-secret"", ""weapons"", ""photographic-memory"", ""security-guard"", ""kidnapping"", ""psychiatrist""]","""Military Life"""," ""Saintly Fools""",,,,,,,,,,,,
"[""aristocracy"", ""class-consciousness"", ""decadence"", ""estate"", ""mansion"", ""morals"", ""party"", ""servant"", ""slice-of-life"", ""weekend""]","""Class Differences"""," ""Servants and Employers"""," ""Party Film""",,,,,,,,,,,
"[""ice"", ""snow"", ""survivor"", ""weather"", ""despair"", ""train [locomotive]""]","""Class Differences"""," ""Trapped or Confined""",,,,,,,,,,,,
"[""courtroom"", ""death"", ""death-row"", ""debutante"", ""drowning"", ""execution"", ""extramarital-affair"", ""factory-worker"", ""killing"", ""lawyer"", ""love"", ""love-triangle"", ""morals"", ""passion"", ""pregnancy"", ""romance"", ""socialite"", ""working-class""]","""Class Differences"""," ""Treacherous Spouses"""," ""Rise and Fall Stories"""," ""Social Climbing""",,,,,,,,,,
"[""love"", ""mental-retardation"", ""sister"", ""handyman"", ""relationship"", ""romance""]","""Age Disparity Romance"""," ""Saintly Fools""",,,,,,,,,,,,
"[""angel"", ""faith"", ""guardian-angel"", ""earth"", ""elderly"", ""ex-policeman"", ""heaven"", ""help"", ""land-scheme"", ""nursing-home"", ""probation"", ""retirement-home"", ""traveling""]","""Angels"""," ""Message From God"""," ""Missionaries"""," ""Redemption""",,,,,,,,,,
"[""brutality"", ""estate"", ""feud"", ""land-rights"", ""psychopath"", ""bloodshed""]","""Nightmare Vacations"""," ""Serial Killers""",,,,,,,,,,,,
"[""blacklist"", ""committee"", ""McCarthyism"", ""political-persecution"", ""screenwriter""]","""Conspiracies"""," ""Fighting the System""",,,,,,,,,,,,
"[""Burma"", ""dissent"", ""evidence"", ""oppression"", ""protest"", ""reporter"", ""undercover"", ""uprising"", ""video-camera""]","""Fighting the System"""," ""Going Undercover"""," ""Members of the Press"""," ""Political Unrest"""," ""Totalitarian States""",,,,,,,,,
"[""boyfriend"", ""camping"", ""car-mechanic"", ""redneck"", ""stranded"", ""wax"", ""wax-figures"", ""wax-museum""]","""Nightmare Vacations"""," ""Serial Killers"""," ""Sibling Relationships"""," ""Wax Museums""",,,,,,,,,,
"[""love-quadrangle"", ""bisexuality"", ""fiancee"", ""lover"", ""seduction"", ""transsexual"", ""apartment""]","""Age Disparity Romance"""," ""Gender-Bending""",,,,,,,,,,,,
"[""assassination"", ""political-intrigue"", ""brainwashing"", ""investigation"", ""mother"", ""nightmare"", ""officer"", ""politician"", ""POW (Prisoner of War)"", ""veteran [military]"", ""Chinese [nationality]"", ""Russian [nationality]""]","""Assassination Plots"""," ""Conspiracies""",,,,,,,,,,,,
"[""agent [representative]"", ""government"", ""captive"", ""captor"", ""escape"", ""espionage"", ""killing"", ""on-the-run"", ""political-intrigue"", ""survivor"", ""undercover""]","""Assassination Plots"""," ""Conspiracies"""," ""Witnessing a Crime""",,,,,,,,,,,
"[""accusation"", ""aristocracy"", ""assassination"", ""bishop"", ""craziness"", ""Czar"", ""death"", ""dishonesty"", ""disturbance"", ""fear"", ""fidelity"", ""fire"", ""forces [military]"", ""friendship"", ""help"", ""insanity"", ""killing"", ""life"", ""lover"", ""lure [tempt]"", ""maniac"", ""misery"", ""mistress"", ""palace"", ""puppy"", ""questioning [police interrogation]"", ""retreat [sanctuary]"", ""Russia"", ""safety"", ""scheme"", ""security-guard"", ""trust"", ""weapons"", ""window"", ""wound [injury]""]","""Assassination Plots"""," ""Crowned Heads"""," ""Faltering Friendships""",,,,,,,,,,,
"[""assassination"", ""asylum  [mental hospital]"", ""narcolepsy"", ""paranoia"", ""persecution"", ""play  [drama]"", ""revolution"", ""sex-fiend"", ""stage""]","""Fighting the System"""," ""Political Unrest"""," ""Assassination Plots""",,,,,,,,,,,
"[""cattlemen"", ""con/scam"", ""corruption"", ""gunfighter"", ""land-rights"", ""land-scheme"", ""outlaw [Western]"", ""revenge"", ""tycoon""]","""Ranchers""",,,,,,,,,,,,,
"[""aging"", ""cattle-drive"", ""journey"", ""last-fling"", ""cattle"", ""cowboy"", ""friendship"", ""on-the-road"", ""Texas-Ranger"", ""frontier"", ""love"", ""Mexican [nationality]"", ""Native-American"", ""rustler"", ""romance"", ""wilderness""]","""Ranchers""",,,,,,,,,,,,,
"[""cavalry"", ""commander"", ""retirement"", ""final-days"", ""Native-American"", ""gift"", ""last-stand"", ""attack"", ""conflict"", ""Indian (Native-American)-agent"", ""loneliness"", ""officer"", ""sacrifice""]","""Lone Wolves"""," ""Ranchers"""," ""Sheriffs and Outlaws"""," ""Taming the West""",,,,,,,,,,
"[""brother"", ""cattlemen"", ""coming-of-age"", ""cowboy"", ""horse"", ""land"", ""land-rights"", ""Outback"", ""prospector"", ""daughter"", ""employment"", ""journey"", ""land-war"", ""love"", ""mountainman"", ""ranch"", ""wilderness""]","""Ranchers"""," ""White People Among Indians""",,,,,,,,,,,,
"[""cowboy"", ""land-rush"", ""against-all-odds"", ""land"", ""landowner"", ""land-scheme"", ""land-war"", ""settler"", ""territory"", ""west"", ""frontier"", ""love"", ""homestead"", ""romance""]","""Ranchers"""," ""Taming the West""",,,,,,,,,,,,
"[""marshal"", ""sheriff"", ""brother"", ""gunfighter"", ""shoot-out"", ""showdown"", ""cattle"", ""cowboy"", ""death-in-family"", ""outlaw [Western]"", ""frontier"", ""revenge"", ""schoolteacher"", ""doctor"", ""killing"", ""tracking [following]""]","""Taming the West"""," ""Ranchers"""," ""Sheriffs and Outlaws""",,,,,,,,,,,
"[""cow"", ""animal-rescue"", ""city"", ""livestock"", ""ranch-hand"", ""animal"", ""cattle"", ""cattle-drive"", ""rescue"", ""daughter"", ""drifter"", ""employment"", ""poker"", ""ranch""]","""Fish Out of Water"""," ""Ranchers""",,,,,,,,,,,,
"[""cattle-drive"", ""cattle"", ""son"", ""trail-boss"", ""rebel"", ""driver""]","""Fathers and Sons"""," ""Ranchers""",,,,,,,,,,,,
"[""cattle"", ""boy"", ""cattle-drive"", ""cowboy"", ""journey"", ""ranch"", ""revenge"", ""role-switching"", ""schoolboy"", ""shoot-out""]","""Mentors"""," ""Out For Revenge"""," ""Ranchers""",,,,,,,,,,,
"[""marshal"", ""bad-guy-turns-good"", ""bank"", ""justice"", ""outlaw [Western]"", ""ranch"", ""regret"", ""revenge"", ""robbery"", ""shoot-out"", ""town"", ""father"", ""financier"", ""homestead"", ""mortgage"", ""bank-personnel"", ""loot""]","""Unlikely Criminals"""," ""Ranchers"""," ""Sheriffs and Outlaws"""," ""Fathers and Sons""",,,,,,,,,,
"[""revenge"", ""brother"", ""death-in-family"", ""family"", ""family-business"", ""father"", ""feud"", ""inheritance"", ""Native-American"", ""ranch"", ""tracking [following]"", ""weapons"", ""aging"", ""blindness [physical]"", ""patriarch"", ""maniac"", ""murder""]","""Out For Revenge"""," ""Fathers and Sons"""," ""Ranchers""",,,,,,,,,,,
"[""tension"", ""captive"", ""captor"", ""kidnapping"", ""morals"", ""outlaw [Western]"", ""robbery"", ""escape"", ""hostage"", ""stagecoach"", ""woman"", ""love"", ""outwit"", ""struggle"", ""survivor"", ""thug""]","""Hostage Situations"""," ""Ranchers""",,,,,,,,,,,,
"[""cowboy"", ""false-accusation"", ""friendship"", ""gambling"", ""justice"", ""love"", ""romance"", ""town"", ""daughter"", ""investigation"", ""murder"", ""killing""]","""Miscarriage of Justice"""," ""Fighting the System"""," ""Righting the Wronged"""," ""Ranchers""",,,,,,,,,,
"[""cattle-drive"", ""mid-life-crisis"", ""cowboy"", ""dude-ranch"", ""friendship"", ""birthday"", ""self-discovery"", ""yuppies"", ""ranch"", ""stampede"", ""vacation""]","""Midlife Crises"""," ""Fish Out of Water"""," ""Ranchers""",,,,,,,,,,,
"[""teenagers"", ""coming-of-age"", ""football"", ""coach"", ""relationship"", ""small-town"", ""mother"", ""suicide""]","""Faltering Friendships"""," ""Football Players"""," ""High School Life"""," ""Innocence Lost""",,,,,,,,,,
"[""sports"", ""woman"", ""champion"", ""coach"", ""discipline"", ""football"", ""prejudice"", ""respect"", ""underdog""]","""Custody Battles"""," ""Fish Out of Water"""," ""Football Players"""," ""Underdogs""",,,,,,,,,,
"[""captain [military]"", ""college"", ""conquest"", ""death"", ""football"", ""love"", ""quarterback"", ""son"", ""team"", ""university"", ""wife""]","""Death of a Partner"""," ""Football Players""",,,,,,,,,,,,
"[""football"", ""mistaken-identity"", ""mix-up"", ""friendship"", ""gangster"", ""sportsmanship"", ""college"", ""game"", ""moll"", ""campus""]","""Football Players"""," ""Mistaken Identities""",,,,,,,,,,,,
"[""football"", ""prison"", ""quarterback"", ""football-team"", ""game"", ""prison-warden"", ""underdog"", ""competition"", ""convict"", ""fixed [corruption]"", ""friendship""]","""Football Players"""," ""All Washed Up"""," ""Underdogs"""," ""Unlikely Friendships""",,,,,,,,,,
"[""""]","""Families in Crisis"""," ""Football Players"""," ""Parenthood""",,,,,,,,,,,
"[""sports"", ""athlete"", ""comeback"", ""extramarital-affair"", ""football"", ""football-star"", ""retirement""]","""Crumbling Marriages"""," ""Football Players"""," ""Midlife Crises""",,,,,,,,,,,
"[""brain-damage"", ""injury"", ""sports""]","""Football Players"""," ""Living With Disability""",,,,,,,,,,,,
"[""football-player"", ""football"", ""race/ethnicity"", ""friendship"", ""terminal-illness""]","""Football Players"""," ""Battling Illness""",,,,,,,,,,,,
"[""football"", ""prison"", ""quarterback"", ""football-team"", ""game"", ""prison-warden"", ""underdog"", ""competition"", ""convict"", ""fixed [corruption]"", ""friendship""]","""Football Players""",,,,,,,,,,,,,
"[""football"", ""high-school"", ""family"", ""parent/child-relationship"", ""competition"", ""school"", ""life-changes"", ""mother"", ""role-switching"", ""widow/widower""]","""Football Players""",,,,,,,,,,,,,
"[""teenagers"", ""adolescence"", ""football-team"", ""gifted/talented"", ""high-school"", ""coming-of-age"", ""romance"", ""crush"", ""boy"", ""bully""]","""Underdogs"""," ""Unrequited Love"""," ""Coping With Puberty k"""," ""First Love"""," ""Football Players"""," ""High School Life""",,,,,,,,
"[""Black [race]"", ""coach"", ""community"", ""football"", ""high-school"", ""prejudice"", ""race-relations"", ""daughter"", ""single-parent""]","""Football Players"""," ""Race Relations"""," ""Underdogs""",,,,,,,,,,,
"[""football-star"", ""quarterback"", ""success"", ""team"", ""fur"", ""girlfriend"", ""athlete"", ""coach"", ""finances""]","""Football Players"""," ""Mistaken Identities""",,,,,,,,,,,,
"[""blue-collar"", ""homosexual"", ""labor-issues"", ""labor-leader"", ""labor-relations"", ""prostitute/prostitution"", ""sailor"", ""transsexual"", ""union  [association]"", ""waterfront""]","""Inner City Blues"""," ""Labor Unions"""," ""Prostitutes""",,,,,,,,,,,
"[""corruption"", ""assassination"", ""gangster"", ""killing"", ""labor [work]"", ""labor-relations"", ""missing-person"", ""politician"", ""robbery"", ""striker"", ""teamster"", ""union [labor union]"", ""union-dispute""]","""Labor Unions"""," ""Rise and Fall Stories""",,,,,,,,,,,,
"[""factory"", ""industry"", ""manager"", ""con/scam"", ""employer/employee"", ""labor [work]"", ""labor-relations"", ""laziness""]","""Labor Unions""",,,,,,,,,,,,,
"[""handicap"", ""social-classes"", ""family-disapproval"", ""father"", ""maid"", ""industry"", ""forbidden-love"", ""steel"", ""striker"", ""wealth""]","""Servants and Employers"""," ""Labor Unions""",,,,,,,,,,,,
"[""homosexual"", ""miner"", ""strike""]","""Labor Unions"""," ""Social Injustice""",,,,,,,,,,,,
"[""accident"", ""arrest"", ""childbirth"", ""injury"", ""labor-relations"", ""mine"", ""owner"", ""poverty"", ""racism"", ""striker"", ""union [labor union]""]","""Down on Their Luck"""," ""Labor Unions""",,,,,,,,,,,,
"[""collapse"", ""cross-cultural-relations"", ""danger"", ""disaster"", ""friendship"", ""mine"", ""mining-disaster"", ""rescue"", ""survivor""]","""Daring Rescues"""," ""Labor Unions""",,,,,,,,,,,,
"[""bricklaying"", ""courage"", ""employment"", ""filmmaker"", ""government"", ""labor-relations"", ""one-against-odds"", ""oppression"", ""Polish  [nationality]"", ""politician"", ""reporter"", ""skills"", ""Stalinism"", ""stars [celebrities]"", ""worker""]","""Fighting the System"""," ""Labor Unions"""," ""Rise and Fall Stories"""," ""Social Injustice""",,,,,,,,,,
"[""striker"", ""union-dispute"", ""mining-company"", ""coal"", ""mining-town"", ""mine""]","""Class Differences"""," ""Labor Unions"""," ""Social Injustice""",,,,,,,,,,,
"[""business-corruption"", ""capitalism"", ""copper"", ""labor-issues"", ""mine-owner"", ""mining-company"", ""mining-town"", ""working-class""]","""Social Injustice"""," ""Labor Unions"""," ""Fighting the System"""," ""Murder Investigations""",,,,,,,,,,
"[""against-all-odds"", ""fidelity"", ""government"", ""harassment"", ""history"", ""leader"", ""movement [action]"", ""Polish  [nationality]"", ""reform [improve]"", ""reporter"", ""revolution"", ""solidarity"", ""striker"", ""student"", ""war""]","""Labor Unions"""," ""Members of the Press"""," ""Political Unrest""",,,,,,,,,,,
"[""striker"", ""bishop"", ""boss [employer]"", ""coal"", ""conflict"", ""family"", ""immigrant"", ""killing"", ""labor [work]"", ""labor-relations"", ""leader"", ""mercenary"", ""rebel"", ""rurality"", ""scab"", ""sheriff"", ""thug"", ""union [labor union]"", ""union-dispute""]","""Labor Unions"""," ""Social Injustice"""," ""Fighting the System""",,,,,,,,,,,
"[""childhood"", ""family"", ""family-strife"", ""generation"", ""generation-gap"", ""mine"", ""poverty"", ""stress [worry]"", ""struggle""]","""Labor Unions""",,,,,,,,,,,,,
"[""France"", ""labor-relations""]","""Labor Unions"""," ""Social Injustice""",,,,,,,,,,,,
"[""firefighter"", ""motorcycle"", ""project [plan]"", ""restoration"", ""September 11th"", ""tribute""]","""Death of a Friend"""," ""Obsessive Quests"""," ""Terrorism""",,,,,,,,,,,
"[""domestic-violence"", ""murder"", ""desert"", ""Marines""]","""Death of a Friend"""," ""Military Life"""," ""Murder Investigations"""," ""Treacherous Spouses""",,,,,,,,,,
"[""""]","""Playing the Field"""," ""Single Life"""," ""Death of a Friend"""," ""Faltering Friendships"""," ""Looking For Love"""," ""Journey of Self-Discovery""",,,,,,,,
"[""accidental-death"", ""control"", ""daughter"", ""friendship"", ""manipulation"", ""obsession"", ""parent"", ""responsibility""]","""Betrayal"""," ""Dangerous Friends"""," ""Death of a Friend"""," ""Death of a Parent"""," ""Haunted By the Past"""," ""Intersecting Lives"""," ""Mental Breakdown""",,,,,,,
"[""artist"", ""funeral"", ""friendship"", ""train [locomotive]"", ""brother"", ""mansion"", ""wake [funeral]""]","""Death of a Friend"""," ""Faltering Friendships"""," ""Haunted By the Past"""," ""Midlife Crises""",,,,,,,,,,
"[""fantasy-world"", ""friendship"", ""imagination"", ""bridge [structure]"", ""forest"", ""kingdom"", ""tragedy"", ""childhood""]","""Unlikely Friendships"""," ""Fantasy Life"""," ""Death of a Friend"""," ""Fantasy Lands"""," ""Mischievous Children"""," ""Sibling Relationships""",,,,,,,,
"[""deathbed-wish"", ""friendship"", ""road-trip"", ""ocean"", ""son"", ""reminiscence"", ""daughter"", ""handicap""]","""Death of a Friend"""," ""Journey of Self-Discovery"""," ""Fathers and Sons"""," ""Mothers and Daughters""",,,,,,,,,,
"[""funeral"", ""life-changes"", ""life-choices"", ""veteran [military]""]","""Home From the War"""," ""Death of a Friend"""," ""Haunted By the Past""",,,,,,,,,,,
"[""athlete"", ""baseball"", ""coming-of-age"", ""crush"", ""first-love"", ""friendship"", ""reminiscence"", ""suicide"", ""prom""]","""Death of a Friend"""," ""First Love"""," ""Sexual Awakening""",,,,,,,,,,,
"[""cross-dressing"", ""death"", ""friend"", ""husband"", ""newborn""]","""Death of a Friend"""," ""Death of a Partner"""," ""Gender-Bending""",,,,,,,,,,,
"[""big-city"", ""cover-up"", ""death"", ""false-accusation"", ""teenagers""]","""Death of a Friend"""," ""Race Relations"""," ""Teen Angst""",,,,,,,,,,,
"[""""]","""Betrayal"""," ""Death of a Child"""," ""Death of a Friend""",,,,,,,,,,,
"[""dog"", ""admiration"", ""affection"", ""animal-lover"", ""friendship"", ""hope"", ""human-spirit"", ""letter"", ""loyalty"", ""peace"", ""pets""]","""Man's Best Friend"""," ""Death of a Friend"""," ""Political Unrest""",,,,,,,,,,,
"[""burial"", ""country-music"", ""National-Park"", ""overdose"", ""pact"", ""rock-music"", ""rock-star""]","""Death of a Friend"""," ""Musician's Life""",,,,,,,,,,,,
"[""friendship"", ""reunion"", ""house-party"", ""ideals"", ""yuppies"", ""mid-life-crisis"", ""biological-clock"", ""death"", ""generation-gap"", ""regret"", ""funeral"", ""suicide""]","""Faltering Friendships"""," ""Death of a Friend"""," ""Midlife Crises"""," ""Starting Over""",,,,,,,,,,
"[""betrayal"", ""friendship"", ""funeral"", ""homosexual"", ""lover"", ""seaside"", ""farmer""]","""Death of a Friend"""," ""Looking For Love"""," ""Twentysomething Life"""," ""Love Triangles""",,,,,,,,,,
"[""bomb"", ""captain [military]"", ""experiment"", ""government"", ""time-travel"", ""train [locomotive]""]","""Race Against Time"""," ""Time Travel""",,,,,,,,,,,,
"[""business-trip"", ""fiancee"", ""screenwriter""]","""Americans Abroad"""," ""Existential Crisis"""," ""Time Travel"""," ""Writer's Life""",,,,,,,,,,
"[""time-travel"", ""cousin"", ""scientist"", ""attraction"", ""fiancee"", ""love"", ""star-crossed-lovers"", ""bachelor"", ""Britain""]","""Experiments Gone Awry"""," ""Star-Crossed Lovers"""," ""Time Travel""",,,,,,,,,,,
"[""time-travel"", ""child"", ""hitman"", ""farmhouse"", ""target [object of attack]"", ""future"", ""assassination"", ""gold"", ""mother"", ""organized-crime"", ""silver""]","""Hired Killers"""," ""Time Travel"""," ""Mothers and Sons""",,,,,,,,,,,
"[""bomb"", ""soldier"", ""time-warp"", ""survivor"", ""zoo""]","""Time Travel"""," ""Benign Aliens"""," ""Assassination Plots"""," ""Fathers and Sons"""," ""Midlife Crises""",,,,,,,,,
"[""resources"", ""wildlife"", ""alien [not human]"", ""chase"", ""destruction"", ""dimension-travel"", ""ecology"", ""exploration"", ""extradition"", ""injury"", ""nuclear-energy"", ""rescue"", ""romance"", ""search"", ""spacecraft"", ""space-exploration"", ""time-travel"", ""translator"", ""trial [courtroom]"", ""weather"", ""whale"", ""world-destruction""]","""Time Travel""",,,,,,,,,,,,,
"[""boyfriend"", ""ex-husband"", ""life-choices"", ""reunion"", ""self-discovery"", ""family"", ""fate"", ""high-school"", ""nostalgia"", ""time-travel"", ""divorce"", ""marital-problems"", ""mother"", ""biker""]","""Time Travel""",,,,,,,,,,,,,
"[""fantasy-world"", ""boy"", ""dragon"", ""good-vs-evil"", ""time-travel"", ""evil"", ""fire-breathing"", ""hero"", ""magic"", ""wizard""]","""Time Travel"""," ""Heroic Mission"""," ""Fish Out of Water""",,,,,,,,,,,
"[""conspiracy"", ""detective"", ""suicide""]","""Conspiracies"""," ""Murder Investigations"""," ""Prostitutes"""," ""Suicide"""," ""Unlikely Heroes""",,,,,,,,,
"[""reporter"", ""sanity"", ""time-travel""]","""Members of the Press"""," ""Obsessive Quests"""," ""Time Travel""",,,,,,,,,,,
"[""friendship"", ""singer"", ""terminal-illness"", ""disease"", ""women"", ""career"", ""socialite"", ""pregnancy"", ""producer [showbiz]""]","""Death of a Friend"""," ""Dying Young"""," ""Faltering Friendships"""," ""Love Triangles"""," ""Women's Friendship""",,,,,,,,,
"[""burial"", ""funeral"", ""journey""]","""Death of a Friend""",,,,,,,,,,,,,
